Can You Love Animals and Eat Them?,"We live in a world of animal lovers, nobody or at least virtually nobody would say they don’t like animals. Practically everyone agrees that animal cruelty is wrong and those that commit animal cruelty should be punished. This is why we have laws in place protecting the rights of animals, or at least certain animals. But how can a world of animal lovers be the same world that also believes that the deaths of over 56 billion land animals and as many as 2.7 trillion marine animals a year is not only acceptable but actively support its continuance, believing it is morally justifiable? So can you love animals and eat them? The answer is no, of course you can’t, because the two ideas juxtapose one another. Saying you love animals whilst eating their bodies and secretions is like saying “of course I can love my child and beat them”. If an abusive parent said that they loved their child but were also beating them we would think they were a psychopath. This demonstrates the disturbing psychology and paradoxical ideology we have as a collective society of ‘animal lovers’ who are in fact animal eaters. To put this another way, if you love someone the last thing you want to happen to them is for them to be forcibly impregnated, tortured, murdered and eaten, let alone pay for these things to happen to them. If you love someone then you want to avoid bad things happening to them at all costs, so if you love animals then by default the last thing you would ever want is to see their murdered body parts on a plate in front of you. This can even be put in simpler terms. If you are talking to an animal eater and they have a companion animal like a dog, ask them if it would be possible to love their dog if they mutilated and murdered him/her. To be a lover of animals is to love, respect and show compassion to them, all of them, not just the ones society tells you to love. To truly be an animal lover, you have to acknowledge that all animals are worthy of life and deserve to live that life free from human oppression. So no, the excuse you can love animals and eat them is not a valid justification for someone to eat animals, in fact it’s not even possible. When a non-vegan claims to be an animal lover, explain their hypocrisy to them, simply say “can you really be an animal lover if you pay for animals to be hurt?” - chances are they’ve never thought about their relationship with animals in this way before.",https://www.youtube.com/watch?v=7mjVwVDDI8E&list=PL03LZR09P2gQJyBgHk_XE8gbj8j9uFs8G
It's My Personal Choice To Eat Animals!,"“Respect my opinion!”, “It's my personal choice to eat meat, don't force your views on to me!” - of all the excuses used to defend eating animal products, this could well be the most common. So is eating animals a personal choice or is it a little more complex than that? This is quite an interesting excuse as arguably it is a choice, one does actively choose to eat dead flesh and animal secretions, the same way that a racist actively chooses to be racist or a rapist actively chooses to commit rape. Using this logic it would then be morally justifiable to beat a dog or kick a cat, as it is a personal choice to do so. In this situation ask the person, “if someone makes the personal choice to abuse a dog, does that make it morally justifiable?”. The problem is when non-vegans use this argument they have either become so detached from the fact that their animal products came from a living being, or they hold animals with such little regard that they don't consider the lives of their food worthy of contemplation because they think the consumption of animal products only affects them as individuals. So when a vegan seeks to educate a non-vegan we are met with “you should respect other people's points of view”. However, as vegans we do respect the views of others. We respect the views of the 56 billion land animals murdered each year that didn't want to die. We respect the views of the dairy cows and egg-laying hens whose bodies are sexually abused and exploited and treated as nothing other than a disposable commodity. We respect the views of the 2 - 2.7 trillion fish and marine animals that are dragged out of their natural habitat every year and suffocated or crushed to death. We respect the views of animals skinned alive for their fur or abused, tortured and killed for their skin, wool and feathers. We respect the views of the animals callously tested on by scientists and cosmetics companies, confined to a life of agony and unbelievable pain. We respect the views of the animals beaten and punished to perform circus tricks and unnatural behaviours for our entertainment. We respect the views of every animal that is oppressed, tortured and murdered. We respect the views of the humans who are also victims within our systems of animal exploitation - and we even respect the view of the person we are talking to, the view that they probably want to live a long life by caring enough to tell them that consuming animal products hugely increases their risk of cancer, diabetes, strokes, dementia, heart disease and every other major disease plaguing our species. So when people so defiantly tell us to respect the views of others, the question is, which other view point are they considering other than their own? When they declare it's their personal choice to eat animal products, what about the personal choice of every other creature, human and non-human alike, whose life is treated as inferior and meaningless just so people can poison their bodies with products created from their death and fear? It is not morally justifiable to murder just because the murderer personally made the choice to murder. It is not morally justifiable to rape just because the rapist personally made the choice to commit the act of rape. It is not morally justifiable to kick and beat a dog just because the abuser personally made the choice to kick and beat the dog and it is not morally justifiable to pay for animals to be exploited and killed, just because a non-vegan personally made the choice to pay for animals to be exploited and killed. When someone uses the “my personal choice” argument, simply ask them “what about the personal choice of the animal who wants to live, have you considered their choice?”.",https://www.youtube.com/watch?v=LseSfTA1BMw&list=PL03LZR09P2gQJyBgHk_XE8gbj8j9uFs8G&index=2
I Love How Animals Taste!,"When it boils down to it, the number one reason people eat animal products is because they enjoy the taste - I know I certainly did, in fact like most people I loved the taste of animal products. I think one of the most disconcerting things about the taste excuse though, is that it is an excuse that bluntly admits that the personal desires of an individual’s taste preference matter more than the morality surrounding an animal’s life and unquestionably horrific death. However, it doesn’t mean that the person using this excuse necessarily believes that their taste preferences are more important than an animal’s life (most people I talk to don’t) but because they’ve never been asked about it before they’ve never had to confront the fact that through their actions they are placing their taste higher. This is why when people say to me “I love the taste of meat.” or, “I could never give up cheese.”, I like to ask them “do you value your taste buds higher than the life of an animal?” - most people will say no, but if they do say yes make sure to ask them why. One of the big issues with this excuse is that it seeks to validate a non-vegan diet by claiming that we shouldn’t be held responsible for our immoral activities because our selfish impulses are too strong to be suppressed and as such, we can’t be held morally accountable for the actions that we make. But where do we draw the line? Would this argument hold up in court if a murderer in their own defence said, “but I could never give up murdering because I enjoy it too much.”? It requires more than sensory pleasure to morally justify something - and the inconvenience people go through by giving up cheese, for example, is not even remotely comparable to the pain a dairy cow goes through being forcibly impregnated repeatedly, having her children taken away from her and being painfully pumped for her milk before she becomes too weak and is sent off to be slaughtered. I think one of the reasons why as vegans we find this excuse a really difficult one to hear is because it doesn’t matter whatever product people claim they could never give up or enjoy the taste of, the difficulty and the inconvenience that it would be for them to no longer eat animal products is minuscule compared to the pain, suffering and fear that the animals have to go through. A non-vegan meal lasts for 15 minutes, but the death of an animal is eternal. What food could ever be worth taking the life of an individual? An individual that felt fear, an individual that felt pain, an individual that felt confused and couldn’t understand why such intolerable suffering was being committed against them? The fear of death is not unique to humans. Most of us fear dying and hope it will happen peacefully, surrounded by the ones we love without pain. The scariest thing we can think of is being tortured and ultimately murdered. We make horror films about this concept and it gives us nightmares. But this isn’t a horror film for the trillions of animals that are slaughtered each year, it isn’t some nightmare that they will wake from. It’s real, the pain, the fear, it is all real - and then they die and they are gone forever. We need only put ourselves in the position of the animals, as they look up at the human who’s about to murder them and imagine their fear and confusion, to understand why taste can never justify this incomprehensible atrocity. When talking to someone who uses the excuse of taste, ask them the following questions: “Do you not think we require more than sensory pleasure alone to morally justify an action?. “Is it morally justifiable for someone to kill a dog if they like the taste?” “What is it about being human that means the life of an animal is lower than our taste preferences?” “Do you think it is acceptable to inflict pain, suffering and death on to an animal that wishes to avoid pain, suffering and death?” “If we would hate to be exploited and killed, is it not hypocritical for us to exploit and kill others?” Also, remember to explain that it’s not as if people even have to give up the flavours of the animal products that they eat. There is now such a huge and varied selection of vegan alternatives to cheese, milk, eggs and meats. Explain that as vegans we eat burgers, hot dogs, burritos, nachos, lasagna, mac and cheese, curries, cheese pizza, cakes, cupcakes, cheesecakes, cookies, ice cream and everything else in between. Explain how as vegans we experience all of the flavours and textures that we used to, except now they’re made from plants. No dead body parts, no gristle, no cholesterol, no hormones, no antibiotics. It’s also really helpful to tell them where they can get these products from, so for example here in the UK, Sainsbury’s and Tesco have their own range of vegan cheese and you can get meat alternatives in nearly every supermarket. I also think it can be worth highlighting which restaurants now have vegan menus and options, again just to make veganism seem as easy and accessible as possible. Some great examples of places in the UK are: Wagamama, Zizzi, Pizza Express, Nando’s, Pizza Hut, GBK, Wetherspoons, Pret A Manger, All Bar One and Carluccio’s.",https://www.youtube.com/watch?v=w7sn6gyxMvE&list=PL03LZR09P2gQJyBgHk_XE8gbj8j9uFs8G&index=3
Animals Eat Other Animals,"When confronted with the idea that the consumption of animals is done purely for the taste rather than for nutrition (see nutrition) one of the most common excuses vegans hear is, “but animals eat other animals, so why shouldn’t we?” As much as this may be true, some animals do indeed eat other animals, there’s many reasons as to why this statement holds no veracity whatsoever. We need only first consider the anatomical biology of omnivores compared to that of humans. Firstly, omnivores have sharp claws and huge fangs compared to our hands and blunt, ineffective canines. When was the last time you saw a human running on all fours ripping the flesh off a living animal? Omnivores also have short intestines, ideal for digesting flesh, whilst humans have incredibly long intestines, which are useless at digesting flesh - hence the constipation and colon cancer! The acid contained within omnivore and carnivore stomachs is very strong hydrochloric acid, ideal for the digestion of raw animal flesh, which when compared to the weak acid found in our stomachs, explains why we are susceptible to food poisoning from undercooked meat. You don’t see a lion checking to make sure their dinner is cooked through all the way to the middle. You also don’t see a lion being picky about which part of an animal they should eat, but how often do we see stories in the newspaper of the shocking revelation that a brain was found in a piece of KFC? It’s like for that split second the illusion that meat doesn’t come from a living, breathing, feeling animal is shattered and people are forced to confront the abject reality of where their food comes from. A real omnivore isn’t disgusted by the gore. Let’s consider this, if you were locked in a room with a live chicken and an apple you would always eat the apple first. Because when we see a living being we don’t feel hungry, we don’t want to ravage animals and tear them apart - but when we see an apple we do feel hungry. Furthermore, even though certain animals eat other animals, there are many more herbivorous animals than there are carnivorous ones. But regardless, what exactly is the relevance of what other animals do when applied to human behaviour? Some animals rape and kill each other, so does that mean humans would be excused if they committed these acts too? Ask that question to the non-vegan who is using the excuse, say “wild animals kill each other, does that mean it is morally justifiable for humans to kill each other just because some wild animals do?”. Furthermore, lions have been documented killing their own cubs before, so using non-vegan logic it must therefore be acceptable for humans to kill their children as other animals have been shown to do so. In this situation ask the non-vegan “do you think it is wise to base our morality on that of a wild animal?”. Animals also kill their food themselves, they don’t pay others to kill on their behalf because they find the prospect of slaughtering an animal too traumatising. If we were naturally designed to eat meat we would have no objection to killing animals. We also wouldn’t shelter the truth from our children and yet we deem the reality of slaughterhouses to be too troubling and disturbing for a child. Other animals kill out of necessity whereas humans do not, in fact eating animals is incredibly detrimental to our health. Humans kill other animals because we enjoy the way they taste, meaning we kill them for pleasure, even though this goes against many of our core morals. Many of us oppose animal exploitation when it comes to things like dog fighting or hunting as they are seen as unnecessary and only done for pleasure and yet can’t see that eating animals is also unnecessary and only done for pleasure. It’s important to try and get people to make this connection so you can also ask the non-vegan “are you an obligate carnivore?” and then say “if you don’t have to eat meat then why do you do so?”. If they say it’s because they like the taste, then ask “are your tastebuds more important than a life?”. As you can see, the circle of excuses tends to go round like a revolving door! It is so unbelievably ironic that we deem ourselves so incredibly superior to animals (see intelligence), but when the superiority argument no longer functions as an effective excuse for murdering living beings, we suddenly portray ourselves as just a wild animal acting out our primal instincts. So what are we, better than animals, or only animals? We can’t be both.",https://www.youtube.com/watch?v=lyQyI280YEo&list=PL03LZR09P2gQJyBgHk_XE8gbj8j9uFs8G&index=4
Veganism Is Unhealthy,"Hearing that we need to eat animal products in order to be healthy is a very frustrating excuse for a vegan to hear, after all, we’re living evidence that this simply isn’t true. However the majority of people truly believe that animal products contain nutritional elements that we cannot get elsewhere and that we need for our health and longevity, after all, there has to be a real reason why we’re doing all of these horrific things to animals, right? The main nutritional factors that come up in conversations with non-vegans are protein, iron, calcium and if they’re a bit more clued up, B12. I would strongly recommend watching and memorising the points in these four videos by Bite Size Vegan and M.D Michael Greger. 1) Protein: Dr Michael Greger of nutritionfacts.org 2) Iron: Dr. Michael Greger of nutritionfacts.org 3) Calcium: Dr. Michael Greger of nutritionfacts.org 4) B12: Dr. Michael Greger of nutritionfacts.org You can quite easily shut a non-vegan down in an argument about nutrition by explaining to them that The American Dietetic Association and the British Dietetic Association, the largest bodies of nutrition and diet professionals in both countries, have both stated that a plant-based (vegan) diet is nutritionally adequate and safe for all stages of life, including pregnancy. Meaning that we can officially get all the nutrients we need without eating animals or their secretions. Protein, iron, calcium and every other nutrient that we associate with animal products can be obtained easily without the need for exploiting animals. The largest and strongest land animals in the world, the elephant, the rhino, the hippopotamus, what do they all have in common? They are all plant eaters. But does anyone think an elephant is protein deficient, or that a rhino has weak bones? What about a gorilla, humans share approximately 98% of our DNA with gorillas and they are herbivorous. But how many protein deficient gorillas do we see? Why would animals that have almost the same DNA as us but that are also much stronger than we are, be able to get all the nutrients they need from plants, if we humans can’t? In fact, consuming animal products has been linked to our top diseases and illnesses. Heart disease, type-2 diabetes, many forms of cancer, strokes, hypertension, dementia and osteoporosis have all been inextricably linked to the consumption of animal products and many of them can be treated and even reversed by switching to a plant- based lifestyle. Recommend that the non-vegan watches ‘Uprooting the Leading Causes of Death’ (YouTube) and ‘What the Health’ (Netflix). There are an abundance of plant-based athletes across the world including Germany’s strongest man Patrick Baboumian, NFL players such as David Carter and weightlifters such as Kendrick Farris and boxers like David Haye. You can reference these athletes in your conversation with non-vegans. Ask the non-vegan if there is any necessity for us to eat animals and their secretions, to which they cannot logically reply to with “yes” after receiving the information above about nutrition. Then say to them “does this not therefore mean that doing these things to animals is an act of unnecessary cruelty?”.",https://www.youtube.com/watch?v=XOI6FbEE5Jc&list=PL03LZR09P2gQJyBgHk_XE8gbj8j9uFs8G&index=5
It's Cultural and Traditional to Eat Animals,"It is true we have been eating animals for many centuries, but does the longevity of something justify its continuation and existence? Is the excuse, “eating animals is a tradition” a valid justification for not becoming vegan? Let’s just consider that slavery was once considered a tradition, as was treating a woman as less than a man - but does the fact that these things were once traditional justify them? I think (and hope) most of us would say no. If humanity had gone through history too stubborn and ignorant to change because of so called tradition then we would never have evolved or adapted. What about female genital mutilation? It’s been performed on women for centuries, it’s deep rooted in tradition and yet it is abhorrent. However, using the justification that eating animals is acceptable because it is traditional then means that performing female genital mutilation is therefore acceptable as well. You see, the logic here is extremely flawed as both acts are absolutely horrific and the excuse of tradition serves in no way as any kind of justification for them. To apply this argument to another scenario where non-human animals are the ones affected, bullfighting is very much considered a tradition as is the slaughter of dolphins in Taiji, but does that mean that these things should still continue? The Yulin Dog Meat Festival and the Boknal Dog Meat Festival are both annual events where thousands of dogs and cats are killed and eaten, they are both traditional events and yet throughout the western world we voice our disgust at these festivals. When people bring up tradition as a justification to eat animals, I like to ask: “The Yulin dog meat festival is traditional, does that make it okay to butcher and kill dogs and cats?”. In terms of cultural identity - why should we celebrate culture with the slaughter of innocent beings when we can honour different cultures and areas of life through music, dance and language? Why is the unifying factor that binds all of humanity together the consumption of animals and not the universal acknowledgement that we are all brothers and sisters, creatures of this earth who are united by sharing one planet? Not the same but equal. Cultural tradition cements us in our past transgressions. If humanity is to ever evolve past abusing animals, we need to erase all concepts of tradition, for tradition is the construct of ego, passed on by generations to eradicate and deter the threat of change. Tradition has never and will never be a valid excuse for the acts we have committed as a species and especially not for the continued murder and consumption of sentient life. In a situation where a non-vegan uses tradition as an excuse ask them: “Is female genital mutilation morally justifiable because it is a tradition?”. “Is the slaughter of dolphins in Japan morally justifiable because it is traditional?” “Is bullfighting morally justifiable because it’s part of culture and tradition?” “With these in mind, do you think culture and tradition are good indicators for our morality?”",https://www.youtube.com/watch?v=0tItNLwMT_g&list=PL03LZR09P2gQJyBgHk_XE8gbj8j9uFs8G&index=6
Our Ancestors Ate Animals,"When discussing veganism, one of the strangest yet most commonly used moral justifications for killing animals is that our ancestors used to do it. We often hear people say “you wouldn’t be here if your ancestors didn’t eat meat”, which is not necessarily incorrect but why are we basing our morality on the actions of our ancestors, primitive beings that had no perception of modern day morality and did entirely unethical things such murder and rape without consequence? Surely if eating is animals is acceptable because cavemen did it, then raping and murdering one another today must also be morally justifiable? Ask the non-vegan you are talking to, “do you think it is wise to base our morality on the actions of our primitive ancestors?” or, “if it’s morally justifiable to eat animals because our ancestors used to do it, does that not mean that it must also be morally justifiable to murder each other, as our ancestors use to do that as well?”. If non-vegans really want to live like their ancestors then they would eat a predominantly vegan diet with the exception of some occasional insects. They would also sleep outside, not use technology, speak in primitive and underdeveloped languages, get overly excited by the creation of fire and have incestuous experiences. Another thing people will say similar to the ancestors argument is that “we’ve always eaten meat”. It is such a regressive idea to look into the past for how we should live and basing our actions purely on whether or not we’ve done something for a long period of time is certainly not a good idea, if we did that we would still have slavery and apartheid. If anyone ever brings up the argument “we’ve always done it” ask them, “there was a time when treating a woman as less than a man was all we’d ever done, would that make treating a woman as less than a man morally acceptable today?”. Tied in closely with the ancestors argument is the idea that eating meat helped us evolve into the beings that we are today and because of that it is morally justifiable to continue eating animals. It is common knowledge and widely accepted that we evolved from primates who survived on a diet comprised predominantly of fruits, nuts, leaves and the occasional insects, but our diets have changed and evolved as the environments we’ve lived in have changed and evolved. It is often cited that the reason we are so intelligent now is because we ate meat and many non-vegans claim that it helped us develop and evolve. Even if this is true, it has no relevance to our society today as our brains are not developing every time we eat a big mac, nor are we evolving as a species every time we enter Nando’s. Quite the opposite in fact. As explained in the section of this e-book on nutrition, eating animal products is a hinderance to our health, as opposed to being beneficial. Consuming foods that have a negative impact on our health can therefore not be considered helpful to the evolution of our species. Because of eating animal products, we are dying younger than we would be without them. Couple that with the fact that animal agriculture is responsible for more greenhouse gas emissions than the entire transportation system combined and is the leading cause of rainforest destruction, oceanic dead zones, species extinction, top soil erosion, land desertification and a whole host of other environmental concerns, it quickly becomes apparent that the future of our evolution depends on us not eating animals. The United Nations has in fact stated that the world needs to shift to a plant- based diet in order to avoid the worst effects of climate change. (http:// www.cowspiracy.com/facts/ - for all environmental facts) Furthermore, there are also other theories as to why our brains developed. The first is that we began to eat cooked starchy foods and more carbohydrate dense foods. These starches would have been readily available and with the brain using 60% of the human body’s blood glucose, such high glucose demands would not have been met on a low carbohydrate diet. Another idea is that we expanded our consciousness by consuming hallucinogenic mushrooms which allowed us to access parts of our brain previously unexplored, which therefore ultimately made us more self-aware and intelligent. Now undoubtedly eating animals helped us survive through times of food scarcity but just as the very foundations of much our society was built upon slavery doesn’t justify slavery in today’s world, the fact that eating animals helped us get to this point or helped us survive in the past, doesn’t justify eating animals in today’s world. In contemporary society we don’t need to eat animals or their secretions and in doing so we are shortening our lifespan, destroying our planet and causing an unimaginable amount of unnecessary harm to innocent, living beings.",https://www.youtube.com/watch?v=YJtSoZPgaz0&list=PL03LZR09P2gQJyBgHk_XE8gbj8j9uFs8G&index=7
"If the World Went Vegan, What Would Happen to the Animals?","On face value this excuse can seem quite comical but actually I think it’s an excuse that can seem very valid if you don’t know the answer. This excuse is the idea that if we stopped eating animals they would all just be released and cause havoc to our environment, or they’d all be slaughtered and then just discarded. To debunk this excuse all we have to do is highlight the fact that animal agriculture works on a system of supply and demand, when we buy products we demand that more be supplied. Farmers only breed as many animals as they can sell, they’re not going to breed more because it quite simply would not be economically viable. Now because the world isn’t going to go vegan overnight and it will instead be a gradual process over a long period, this means that as more and more people go vegan, less and less animals will be bred in proportion with the rise of veganism. As the movement continues to grow this pattern will also continue which means that when we eventually end up with a vegan world, farmers simply won’t be breeding animals into production anymore. Consequently, we will never end up with a situation where billions of animals are being released into the wild or taken to the slaughterhouse to be killed and then discarded. I’ve even had non-vegans tell me that it isn’t vegan to be vegan because billions of animals would need to be slaughtered, but once we apply the supply and demand logic to this excuse it becomes easy to understand why that statement is entirely disingenuous. The conversation will often then go on to the non-vegan arguing that this will mean these animals will go extinct. This is actually quite an interesting argument as obviously the number of these animals will decline exponentially to the point of extinction. Now there’s a couple of ways of looking at this argument: firstly, the animals that we eat and exploit for food are not natural animals, they have all been domesticated, selectively bred and modified in some way that means they were never meant to exist. Dairy cows have been modified to produce up to ten times more milk than they would naturally. Egg-laying hens have been bred to produce up to 300 eggs a year rather than the 10 - 20 they would produce naturally. Broiler chickens have been bred to grow abnormally large at an incredibly quick rate and sheep have been modified to produce more wool than they would naturally and often give birth to more lambs than they would naturally. Because of these modifications it’s very unlikely that any of these animals would be able to survive on their own in the wild and as such, they would need humans to care for and look after them. Ultimately, we would really end up with a choice of whether or not we wanted to sustain healthy populations of these animals or whether we think it would be more ethical to allow them to no longer exist and instead replenish our eco-systems with their natural bio-diversity. We would also theoretically be able to reintroduce many of the natural wild animals back into their habitats as we would no longer require such huge expansive areas of land for animal agriculture. There would of course still be sanctuaries as well, where rescued animals would be allowed to live their life and there will always be an abundance of people who would be happy to put the time and money into looking after the farmed animals and giving them the care that they need. I think it’s also important to note that many of these animals are not native to the countries which they are artificially bred in to. For example, sheep are not native to America and shouldn’t be there and unfortunately, it’s the natural wildlife who are then the ones who face the consequences of this as their natural habitat is destroyed in order to make way for farming land. Native wild animals are also often hunted and killed in order to protect the farmer’s flocks. I think if someone mentions extinction, it’s important to point out that animal agriculture is the leading cause of species extinction - and we are in the largest mass species extinction of the past 65 million years. So if they’re concerned about species extinction, they should really go vegan!",https://www.youtube.com/watch?v=1M1fKxjlLV4&list=PL03LZR09P2gQJyBgHk_XE8gbj8j9uFs8G&index=8
Human Rights Issues are More Important Than Veganism,"It’s funny how when you tell people that you are a vegan activist, or even just a supporter of animal rights, people all of a sudden become the most ardent humanitarians. The excuse “but shouldn’t we be concentrating on solving human issues” is then conjured up in act of defiant justification for continuing the consumption of animal products. But is this a justifiable excuse, should we fix human problems first? One of the key problems with this excuse is it can be applied to anything. If someone was to say “I think it’s really important that we deal with helping the homeless"" you could say, “but shouldn’t we be worrying about fixing Syria?” or, “I think we need to address the slashing of benefits for the disabled” one could say, “but shouldn’t we be more worried about the exploitation of garment workers in Bangladesh?”. All of these issues need solving and nothing is achieved by devaluing any of them. Being vegan is as simple as not eating animal products, not wearing animal skin, not purchasing cosmetics tested on animals and not supporting animal exploitation of any kind. So you can be a humanitarian and a vegan. You can volunteer at a homeless shelter and be vegan and you can be building schools and hospitals in impoverished countries and still be a vegan. Being vegan is a passive action, it requires very little from the individual. One of the main issues with this excuse is that it really highlights the underlying belief that many people have, which is that humans are not animals and we exist as separate or superior to the animal kingdom. It is a very clear indictment of the speciesist mentality our society has. And beyond all of this, what most non-vegans don’t seem to realise is that if we all turned vegan we wouldn’t just end animal exploitation, we would end some of the most important human rights issues facing our species today. We are currently growing enough food to feed around 12 billion people and yet in a world of only 7 and a half billion, around 800 million people are living in a state of starvation due to lack of food - food that we have but that we feed to non-human animals instead so that we can eat their flesh. In fact the United States alone could feed every single one of those 800 million people with the grain that they feed to livestock animals. Furthermore, 82% of starving children live in countries where food is grown to feed livestock animals. Going vegan could end this unfair distribution of food. If we all went vegan we would end the exploitation of migrant workers and people in poverty, who work in slaughterhouses out of necessity and have some of the highest rates of suicide, drug and alcohol abuse, PTSD, depression and anxiety in any profession. If we all went vegan we would end the exploitation of tannery workers in India, Bangladesh and other third world countries where 90% of workers die before the age of 50 and have children born heavily disabled due to all the poisonous chemicals required in the production of leather. If we all went vegan we would end the exploitation of tribal groups in the Amazon, whose communities are being uprooted and destroyed so that the animal agriculture industries can destroy more of the rainforest. Going vegan allows us to become more in touch with our innate compassion, if we all went vegan society would naturally become more loving and gentle. How could we hurt another human being if as a society we felt that inflicting suffering onto a chicken was immoral? When faced with the staggering facts that show just how much human exploitation is required to produce the animal products we eat and wear, it becomes obvious that any attempt to devalue the suffering of animals with that of humans is not only disingenuous but ill-conceived. The excuse “but shouldn’t we be concentrating on human rights issues” is not justifiable because being vegan means we ARE concentrating on human issues. If we care about the suffering of humans then we should be vegan. If confronted with this excuse you could try asking: “Do you think it’s strange that we have enough food to feed 56 billion land animals every year, yet there are 800 million people currently living in a state of starvation?” Or, “How does the fact that there is war in the Middle East or people living homeless make it acceptable for you to pay someone else to kill and butcher an animal?""",https://www.youtube.com/watch?v=G66fBppXw4I&list=PL03LZR09P2gQJyBgHk_XE8gbj8j9uFs8G&index=9
Plants Feel Pain,"This is an excuse that I hear a lot more often than I ever expected to. Even before I was vegan I never once considered that plants felt pain and suffered when we ate them and yet for some reason since going vegan, this something I am constantly getting told. Firstly and most obviously, it’s important to address the science behind this. A plant lacks a central nervous system, pain receptors and a brain which means that anatomically they don’t have the ability to feel pain. If we also consider that the primary reason human and non-human animals feel pain is to alert us that we are in danger or are being hurt and that we need to escape the situation that we are in, a plant cannot move and thus any pain would be inescapable, making life torturous for any plant. Which begs the question, why would plants ever evolve such a horribly debilitating and destructive characteristic, as it goes against the fundamental purpose of evolution? If we now view the “plants feel pain argument” from a creationist point of view, why would a benevolent and compassionate God give such a horrible curse to plants? Why would he allow them to suffer so terribly, if it served no purpose for their survival? I think part of where the confusion regarding plants and pain comes from is that it is true that they are alive and they conduct various activities at a cellular level, such as tilting to face the sunlight. In fact, plants are capable of doing some truly amazing things, but they do not conduct any activities at a conscious or cognitive level, in essence meaning that plants are not sentient. I think a really good way of highlighting this to people is to point out that plants react but they don’t respond. A venus fly trap shuts itself on to a fly, not because it is consciously aware that a fly has landed onto it, but because it reacts to the pressure stimuli caused when the fly lands onto it. This is why the venus flytrap will close around anything that triggers this response, including cigarettes butts. A cow on the other hand, won’t eat cigarette butts just because someone puts them in their mouth because a cow consciously responds. If we move past the science of whether or not plants feel pain and concentrate on the ethics of the excuse, I am doubtful that anyone truly believes that dropping a cauliflower into boiling water and boiling chickens alive (something that often happens in the chicken slaughtering process) is the same thing. Nobody thinks that slicing the neck of a cow is similar to cutting the stems off a broccoli, or castrating a pig is similar to peeling a potato. But say the person you are talking to is determined that plants feel pain like animals do - it takes up to 16 kilograms of plants to create 1 kilogram of animal flesh, meaning vastly more plants are killed in the production of animal products than they are vegan products. On top of this it’s important to note that up to 91% of Amazon rainforest destruction is due to animal agriculture, meaning that millions of trees have been and continue to be destroyed because of our consumption of animal products. So if the person you are speaking to truly believes that plants feel pain and are sentient, then remind them that by consuming non-vegan products they are not only causing the suffering of animals but also causing the alleged suffering of huge amounts of plants as well. To be honest, if this excuse comes up I often avoid talking about the science of whether or not plants have the ability to feel pain as sometimes people will say, “but science has only gone so far” and they get stuck with that point. Instead, I often just go straight into talking about the amount of crops killed for animal products, so perhaps try asking: “For the sake of discussion, let’s say plants do feel pain, are you aware that it can take up to 16 kilograms of plants to create 1 kilogram of animal flesh, so vastly more plants are murdered for animal products than they are vegan products?” You could also ask, “If you were driving down the road and a dog jumped out in front of your car, would you swerve onto a bed of flowers to avoid hitting the dog?” - this reinforces in people’s minds that there is morally a difference between non-human animals and plants, as in that situation we would always choose to avoid the dog and instead hit the plants.",https://www.youtube.com/watch?v=EqUFqaeZA2g&list=PL03LZR09P2gQJyBgHk_XE8gbj8j9uFs8G&index=10
